SPEED,acceleration,label
8.1333065,-0.0763075,0
8.1333065,0,0
3.8807135,-4.252593,2
4.0502486,0.1695351,0
2.568595,-1.4816536,0
1.5063847,-1.0622103,0
0,-1.5063847,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
