average_speed,maximum_speed,minimum_speed,acceleration_rates
2.363832,2.363832,2.363832,0.25
2.363832,2.363832,2.363832,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
2.2096632,2.2096632,2.2096632,0.25
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
8.194349825,12.603613,2.2591033,1.0
12.1822825,13.392682,11.184993,0.3333333333333333
5.407728,5.407728,5.407728,0.0
4.4418229,5.407728,3.4759178,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
4.1851377,4.1851377,4.1851377,0.25
3.6450726500000004,4.1851377,3.1050076,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
10.488473500000001,12.213086,8.763861,1.0
11.215743,12.080343,9.8869505,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
4.7586413,6.777279,2.7400036,1.0
7.4898184,7.891776,6.777279,0.4
