,acceleration,SPEED,Frequency
615,-1.6,15.0,5.569603332850634e-06
616,-1.6,16.0,1.6280378972948007e-05
617,-1.6,17.0,2.3563706408214223e-05
618,-1.6,18.0,2.9561740766668753e-05
619,-1.6,19.0,2.6991154613045382e-05
620,-1.6,20.0,2.3992137433818117e-05
621,-1.6,21.0,1.4138223844928534e-05
622,-1.6,22.0,2.0993120254590852e-05
623,-1.6,23.0,1.71372410241558e-05
624,-1.6,24.0,2.0564689228986958e-05
625,-1.6,25.0,1.3281361793720744e-05
626,-1.6,26.0,2.142155128019475e-05
627,-1.6,27.0,1.1567637691305164e-05
628,-1.6,28.0,1.8422534100967484e-05
629,-1.6,29.0,1.2852930768116848e-05
630,-1.6,30.0,1.5851947947344113e-05
631,-1.6,31.0,1.0710775640097375e-05
632,-1.6,32.0,1.0710775640097375e-05
633,-1.6,33.0,1.0710775640097375e-05
634,-1.6,34.0,8.997051537681793e-06
635,-1.6,35.0,7.283327435266214e-06
636,-1.6,36.0,8.140189486474004e-06
637,-1.6,37.0,5.998034358454529e-06
638,-1.6,38.0,5.1411723072467395e-06
639,-1.6,39.0,7.283327435266214e-06
640,-1.6,40.0,4.28431025603895e-06
641,-1.6,41.0,4.7127412816428446e-06
642,-1.6,42.0,2.9990171792272646e-06
643,-1.6,43.0,2.142155128019475e-06
644,-1.6,44.0,3.4274482048311595e-06
645,-1.6,45.0,2.142155128019475e-06
646,-1.6,46.0,1.2852930768116849e-06
647,-1.6,47.0,2.142155128019475e-06
648,-1.6,48.0,2.9990171792272646e-06
649,-1.6,49.0,1.2852930768116849e-06
650,-1.6,50.0,1.2852930768116849e-06
651,-1.6,51.0,4.2843102560389494e-07
652,-1.6,52.0,2.142155128019475e-06
653,-1.6,53.0,4.2843102560389494e-07
654,-1.6,54.0,2.142155128019475e-06
655,-1.6,55.0,4.2843102560389494e-07
656,-1.6,56.0,8.568620512077899e-07
657,-1.6,58.0,8.568620512077899e-07
658,-1.6,59.0,8.568620512077899e-07
659,-1.6,62.0,4.2843102560389494e-07
660,-1.6,66.0,4.2843102560389494e-07
661,-1.5,1.0,4.24146715347856e-05
662,-1.5,2.0,0.00010368030819614258
663,-1.5,3.0,1.0282344614493479e-05
664,-1.5,4.0,1.2852930768116849e-06
665,-1.5,5.0,2.142155128019475e-06
666,-1.5,6.0,4.28431025603895e-06
667,-1.5,7.0,4.28431025603895e-06
668,-1.5,8.0,4.2843102560389494e-07
669,-1.5,10.0,4.2843102560389494e-07
670,-1.5,11.0,4.2843102560389494e-07
671,-1.5,14.0,2.5705861536233697e-06
672,-1.5,15.0,5.569603332850634e-06
673,-1.5,16.0,2.8276447689857067e-05
674,-1.5,17.0,2.7848016664253173e-05
675,-1.5,18.0,2.6562723587441488e-05
676,-1.5,19.0,1.9279396152175272e-05
677,-1.5,20.0,1.9707827177779166e-05
678,-1.5,21.0,2.0136258203383064e-05
679,-1.5,22.0,2.142155128019475e-05
680,-1.5,23.0,1.3709792819324638e-05
681,-1.5,24.0,2.1849982305798643e-05
682,-1.5,25.0,1.7994103075363587e-05
683,-1.5,26.0,1.3709792819324638e-05
684,-1.5,27.0,1.2424499742512954e-05
685,-1.5,28.0,1.0282344614493479e-05
686,-1.5,29.0,7.283327435266214e-06
687,-1.5,30.0,1.6280378972948007e-05
688,-1.5,31.0,8.997051537681793e-06
689,-1.5,32.0,1.1139206665701269e-05
690,-1.5,33.0,5.1411723072467395e-06
691,-1.5,34.0,7.283327435266214e-06
692,-1.5,35.0,8.5686205120779e-06
693,-1.5,36.0,9.853913588889583e-06
694,-1.5,37.0,3.4274482048311595e-06
695,-1.5,38.0,5.1411723072467395e-06
696,-1.5,39.0,2.9990171792272646e-06
697,-1.5,40.0,3.855879230435055e-06
698,-1.5,41.0,3.4274482048311595e-06
699,-1.5,42.0,4.28431025603895e-06
700,-1.5,43.0,1.2852930768116849e-06
701,-1.5,44.0,2.142155128019475e-06
702,-1.5,45.0,3.4274482048311595e-06
703,-1.5,46.0,1.7137241024155797e-06
704,-1.5,47.0,1.2852930768116849e-06
705,-1.5,48.0,8.568620512077899e-07
706,-1.5,49.0,8.568620512077899e-07
707,-1.5,50.0,2.5705861536233697e-06
708,-1.5,51.0,4.2843102560389494e-07
709,-1.5,52.0,1.2852930768116849e-06
710,-1.5,53.0,4.2843102560389494e-07
711,-1.5,54.0,8.568620512077899e-07
712,-1.5,55.0,4.2843102560389494e-07
713,-1.5,56.0,4.2843102560389494e-07
714,-1.5,57.0,4.2843102560389494e-07
715,-1.5,58.0,1.7137241024155797e-06
716,-1.5,60.0,4.2843102560389494e-07
717,-1.5,61.0,8.568620512077899e-07
718,-1.5,62.0,4.2843102560389494e-07
719,-1.5,67.0,4.2843102560389494e-07
720,-1.4,1.0,6.683523999420762e-05
721,-1.4,2.0,0.0001439528246029087
722,-1.4,3.0,3.898722332995444e-05
723,-1.4,4.0,8.568620512077899e-07
724,-1.4,5.0,3.855879230435055e-06
725,-1.4,6.0,9.853913588889583e-06
726,-1.4,7.0,5.998034358454529e-06
727,-1.4,9.0,4.2843102560389494e-07
728,-1.4,10.0,4.2843102560389494e-07
729,-1.4,12.0,4.2843102560389494e-07
730,-1.4,13.0,2.142155128019475e-06
731,-1.4,14.0,9.853913588889583e-06
732,-1.4,15.0,4.28431025603895e-05
733,-1.4,16.0,6.426465384058425e-05
734,-1.4,17.0,4.1986240509181704e-05
735,-1.4,18.0,5.740975743092192e-05
736,-1.4,19.0,4.7127412816428446e-05
737,-1.4,20.0,5.184015409807129e-05
738,-1.4,21.0,4.24146715347856e-05
739,-1.4,22.0,4.969799897005182e-05
740,-1.4,23.0,2.9990171792272647e-05
741,-1.4,24.0,4.669898179082455e-05
742,-1.4,25.0,3.38460510227077e-05
743,-1.4,26.0,4.155780948357781e-05
744,-1.4,27.0,2.6562723587441488e-05
745,-1.4,28.0,4.027251640676613e-05
746,-1.4,29.0,3.1703895894688227e-05
747,-1.4,30.0,2.484899948502591e-05
748,-1.4,31.0,2.0564689228986958e-05
749,-1.4,32.0,2.6562723587441488e-05
750,-1.4,33.0,1.4138223844928534e-05
751,-1.4,34.0,2.613429256183759e-05
752,-1.4,35.0,1.3709792819324638e-05
753,-1.4,36.0,1.9279396152175272e-05
754,-1.4,37.0,9.425482563285689e-06
755,-1.4,38.0,1.3281361793720744e-05
756,-1.4,39.0,1.0710775640097375e-05
757,-1.4,40.0,8.997051537681793e-06
758,-1.4,41.0,1.4566654870532428e-05
759,-1.4,42.0,6.854896409662319e-06
760,-1.4,43.0,2.5705861536233697e-06
761,-1.4,44.0,7.283327435266214e-06
762,-1.4,45.0,3.4274482048311595e-06
763,-1.4,46.0,1.7137241024155797e-06
764,-1.4,47.0,2.9990171792272646e-06
765,-1.4,48.0,2.142155128019475e-06
766,-1.4,49.0,3.4274482048311595e-06
767,-1.4,50.0,3.855879230435055e-06
768,-1.4,51.0,8.568620512077899e-07
769,-1.4,52.0,3.855879230435055e-06
770,-1.4,53.0,2.5705861536233697e-06
771,-1.4,54.0,2.5705861536233697e-06
772,-1.4,55.0,4.2843102560389494e-07
773,-1.4,56.0,1.2852930768116849e-06
774,-1.4,57.0,4.2843102560389494e-07
775,-1.4,58.0,1.2852930768116849e-06
776,-1.4,59.0,4.2843102560389494e-07
777,-1.4,60.0,1.7137241024155797e-06
778,-1.4,62.0,4.2843102560389494e-07
779,-1.4,63.0,4.2843102560389494e-07
780,-1.4,64.0,4.2843102560389494e-07
781,-1.4,73.0,4.2843102560389494e-07
782,-1.4,74.0,4.2843102560389494e-07
783,-1.4,76.0,4.2843102560389494e-07
784,-1.4,91.0,4.2843102560389494e-07
785,-1.3,1.0,5.869505050773361e-05
786,-1.3,2.0,0.00012210284229711006
787,-1.3,3.0,2.270684435700643e-05
788,-1.3,4.0,2.5705861536233697e-06
789,-1.3,5.0,3.4274482048311595e-06
790,-1.3,6.0,7.71175846087011e-06
791,-1.3,7.0,2.9990171792272646e-06
792,-1.3,9.0,4.2843102560389494e-07
793,-1.3,10.0,8.568620512077899e-07
794,-1.3,11.0,8.568620512077899e-07
795,-1.3,12.0,8.568620512077899e-07
796,-1.3,13.0,3.4274482048311595e-06
797,-1.3,14.0,6.683523999420762e-05
798,-1.3,15.0,7.026268819903877e-05
799,-1.3,16.0,6.597837794299982e-05
800,-1.3,17.0,7.240484332705824e-05
801,-1.3,18.0,6.640680896860372e-05
802,-1.3,19.0,5.612446435411024e-05
803,-1.3,20.0,7.326170537826604e-05
804,-1.3,21.0,5.483917127729855e-05
805,-1.3,22.0,6.469308486618813e-05
806,-1.3,23.0,4.1986240509181704e-05
807,-1.3,24.0,6.126563666135698e-05
808,-1.3,25.0,4.969799897005182e-05
809,-1.3,26.0,5.6552895379714135e-05
810,-1.3,27.0,4.669898179082455e-05
811,-1.3,28.0,5.3125447174882976e-05
812,-1.3,29.0,3.7701930253142757e-05
813,-1.3,30.0,4.027251640676613e-05
814,-1.3,31.0,3.041860281787654e-05
815,-1.3,32.0,2.9133309741064856e-05
816,-1.3,33.0,2.5277430510629802e-05
817,-1.3,34.0,2.8276447689857067e-05
818,-1.3,35.0,2.0993120254590852e-05
819,-1.3,36.0,2.142155128019475e-05
820,-1.3,37.0,2.0993120254590852e-05
821,-1.3,38.0,1.7565672049759693e-05
822,-1.3,39.0,1.2852930768116848e-05
823,-1.3,40.0,1.3709792819324638e-05
824,-1.3,41.0,7.283327435266214e-06
825,-1.3,42.0,8.997051537681793e-06
826,-1.3,43.0,5.998034358454529e-06
827,-1.3,44.0,5.998034358454529e-06
828,-1.3,45.0,4.7127412816428446e-06
829,-1.3,46.0,9.425482563285689e-06
830,-1.3,47.0,5.998034358454529e-06
831,-1.3,48.0,4.28431025603895e-06
832,-1.3,49.0,4.7127412816428446e-06
833,-1.3,50.0,4.7127412816428446e-06
834,-1.3,51.0,1.7137241024155797e-06
835,-1.3,52.0,3.4274482048311595e-06
836,-1.3,53.0,2.142155128019475e-06
837,-1.3,54.0,2.5705861536233697e-06
838,-1.3,55.0,1.2852930768116849e-06
839,-1.3,56.0,4.2843102560389494e-07
840,-1.3,57.0,1.7137241024155797e-06
841,-1.3,58.0,2.142155128019475e-06
842,-1.3,59.0,8.568620512077899e-07
843,-1.3,60.0,2.142155128019475e-06
844,-1.3,61.0,4.2843102560389494e-07
845,-1.3,63.0,4.2843102560389494e-07
846,-1.3,65.0,4.2843102560389494e-07
847,-1.3,67.0,4.2843102560389494e-07
848,-1.3,68.0,4.2843102560389494e-07
849,-1.2,1.0,5.9551912558941397e-05
850,-1.2,2.0,0.0001272440146043568
851,-1.2,3.0,3.084703384348044e-05
852,-1.2,4.0,4.2843102560389494e-07
853,-1.2,5.0,2.142155128019475e-06
854,-1.2,6.0,1.2424499742512954e-05
855,-1.2,7.0,4.7127412816428446e-06
856,-1.2,9.0,8.568620512077899e-07
857,-1.2,10.0,4.2843102560389494e-07
858,-1.2,12.0,7.283327435266214e-06
859,-1.2,13.0,4.669898179082455e-05
860,-1.2,14.0,0.00013795479024445418
861,-1.2,15.0,8.997051537681794e-05
862,-1.2,16.0,0.00012167441127150616
863,-1.2,17.0,9.425482563285689e-05
864,-1.2,18.0,0.00012124598024590227
865,-1.2,19.0,9.425482563285689e-05
866,-1.2,20.0,9.853913588889584e-05
867,-1.2,21.0,8.954208435121405e-05
868,-1.2,22.0,0.00010667932537536985
869,-1.2,23.0,6.212249871256477e-05
870,-1.2,24.0,0.00010110972204251921
871,-1.2,25.0,7.454699845507772e-05
872,-1.2,26.0,8.997051537681794e-05
873,-1.2,27.0,6.212249871256477e-05
874,-1.2,28.0,6.040877461014919e-05
875,-1.2,29.0,6.469308486618813e-05
876,-1.2,30.0,6.383622281498035e-05
877,-1.2,31.0,4.969799897005182e-05
878,-1.2,32.0,5.612446435411024e-05
879,-1.2,33.0,3.2560757945896015e-05
880,-1.2,34.0,4.070094743237002e-05
881,-1.2,35.0,3.555977512512328e-05
882,-1.2,36.0,3.041860281787654e-05
883,-1.2,37.0,2.7419585638649276e-05
884,-1.2,38.0,2.442056845942201e-05
885,-1.2,39.0,1.8422534100967484e-05
886,-1.2,40.0,2.7419585638649276e-05
887,-1.2,41.0,2.2278413331402537e-05
888,-1.2,42.0,1.7994103075363587e-05
889,-1.2,43.0,9.425482563285689e-06
890,-1.2,44.0,1.71372410241558e-05
891,-1.2,45.0,8.140189486474004e-06
892,-1.2,46.0,1.1996068716909058e-05
893,-1.2,47.0,5.998034358454529e-06
894,-1.2,48.0,9.853913588889583e-06
895,-1.2,49.0,5.1411723072467395e-06
896,-1.2,50.0,5.998034358454529e-06
897,-1.2,51.0,2.5705861536233697e-06
898,-1.2,52.0,5.569603332850634e-06
899,-1.2,53.0,1.2852930768116849e-06
900,-1.2,54.0,2.5705861536233697e-06
901,-1.2,55.0,2.142155128019475e-06
902,-1.2,56.0,1.2852930768116849e-06
903,-1.2,57.0,3.4274482048311595e-06
904,-1.2,58.0,2.9990171792272646e-06
905,-1.2,59.0,2.142155128019475e-06
906,-1.2,62.0,8.568620512077899e-07
907,-1.2,63.0,4.2843102560389494e-07
908,-1.2,64.0,8.568620512077899e-07
909,-1.2,66.0,4.2843102560389494e-07
910,-1.2,69.0,8.568620512077899e-07
911,-1.2,71.0,4.2843102560389494e-07
912,-1.2,72.0,4.2843102560389494e-07
913,-1.1,1.0,8.268718794155173e-05
914,-1.1,2.0,0.0001435243935773048
915,-1.1,3.0,3.1703895894688227e-05
916,-1.1,4.0,1.7137241024155797e-06
917,-1.1,5.0,2.9990171792272646e-06
918,-1.1,6.0,7.71175846087011e-06
919,-1.1,7.0,1.0282344614493479e-05
920,-1.1,8.0,1.2852930768116849e-06
921,-1.1,9.0,8.568620512077899e-07
922,-1.1,10.0,1.7137241024155797e-06
923,-1.1,11.0,5.1411723072467395e-06
924,-1.1,12.0,9.33979635816491e-05
925,-1.1,13.0,0.00010496560127295426
926,-1.1,14.0,0.0001683733930623307
927,-1.1,15.0,0.00013838322127005808
928,-1.1,16.0,0.00019150866844494104
929,-1.1,17.0,0.0001435243935773048
930,-1.1,18.0,0.00015766261742223333
931,-1.1,19.0,0.0001366694971676425
932,-1.1,20.0,0.0001606616346014606
933,-1.1,21.0,0.00015466360024300608
934,-1.1,22.0,0.0001353842040908308
935,-1.1,23.0,9.596854973527247e-05
936,-1.1,24.0,0.000126387152553149
937,-1.1,25.0,9.768227383768804e-05
938,-1.1,26.0,0.0001259587215275451
939,-1.1,27.0,9.939599794010363e-05
940,-1.1,28.0,0.00010796461845218153
941,-1.1,29.0,8.868522230000625e-05
942,-1.1,30.0,0.00010068129101691531
943,-1.1,31.0,7.840287768551278e-05
944,-1.1,32.0,7.626072255749331e-05
945,-1.1,33.0,5.141172307246739e-05
946,-1.1,34.0,6.040877461014919e-05
947,-1.1,35.0,5.6552895379714135e-05
948,-1.1,36.0,5.826661948212971e-05
949,-1.1,37.0,4.884113691884402e-05
950,-1.1,38.0,4.541368871401286e-05
951,-1.1,39.0,2.9133309741064856e-05
952,-1.1,40.0,2.8276447689857067e-05
953,-1.1,41.0,2.9133309741064856e-05
954,-1.1,42.0,2.6562723587441488e-05
955,-1.1,43.0,1.3709792819324638e-05
956,-1.1,44.0,2.484899948502591e-05
957,-1.1,45.0,1.6280378972948007e-05
958,-1.1,46.0,1.2424499742512954e-05
959,-1.1,47.0,9.425482563285689e-06
960,-1.1,48.0,1.5851947947344113e-05
961,-1.1,49.0,1.1996068716909058e-05
962,-1.1,50.0,8.5686205120779e-06
963,-1.1,51.0,8.140189486474004e-06
964,-1.1,52.0,8.997051537681793e-06
965,-1.1,53.0,3.4274482048311595e-06
966,-1.1,54.0,3.855879230435055e-06
967,-1.1,55.0,6.426465384058424e-06
968,-1.1,56.0,6.426465384058424e-06
969,-1.1,57.0,2.9990171792272646e-06
970,-1.1,58.0,2.5705861536233697e-06
971,-1.1,59.0,1.7137241024155797e-06
972,-1.1,60.0,1.2852930768116849e-06
973,-1.1,61.0,1.2852930768116849e-06
974,-1.1,62.0,4.2843102560389494e-07
975,-1.1,63.0,1.2852930768116849e-06
976,-1.1,64.0,1.2852930768116849e-06
977,-1.1,65.0,4.2843102560389494e-07
978,-1.1,66.0,8.568620512077899e-07
979,-1.1,67.0,8.568620512077899e-07
980,-1.1,69.0,4.2843102560389494e-07
981,-1.1,82.0,4.2843102560389494e-07
982,-1.1,96.0,4.2843102560389494e-07
983,-1.0,1.0,6.040877461014919e-05
984,-1.0,2.0,0.00015123615203817492
985,-1.0,3.0,4.070094743237002e-05
986,-1.0,4.0,4.7127412816428446e-06
987,-1.0,5.0,1.7137241024155797e-06
988,-1.0,6.0,6.854896409662319e-06
989,-1.0,7.0,7.283327435266214e-06
990,-1.0,8.0,1.7137241024155797e-06
991,-1.0,9.0,8.568620512077899e-07
992,-1.0,10.0,1.2852930768116849e-06
993,-1.0,11.0,6.169406768696088e-05
994,-1.0,12.0,0.0002197851161347981
995,-1.0,13.0,0.00015466360024300608
996,-1.0,14.0,0.0002463478397222396
997,-1.0,15.0,0.0001855106340864865
998,-1.0,16.0,0.00018979494434252548
999,-1.0,17.0,0.00018465377203527873
1000,-1.0,18.0,0.00022406942639083705
1001,-1.0,19.0,0.00018893808229131768
1002,-1.0,20.0,0.00021550080587875916
1003,-1.0,21.0,0.00015980477255025282
1004,-1.0,22.0,0.00021421551280194747
1005,-1.0,23.0,0.0001362410661420386
1006,-1.0,24.0,0.00019793513382899947
1007,-1.0,25.0,0.00016280378972948007
1008,-1.0,26.0,0.00017437142742078525
1009,-1.0,27.0,0.0001435243935773048
1010,-1.0,28.0,0.00015723418639662946
1011,-1.0,29.0,0.00013195675588599965
1012,-1.0,30.0,0.00014823713485894764
1013,-1.0,31.0,9.853913588889584e-05
1014,-1.0,32.0,0.00013924008332126585
1015,-1.0,33.0,8.183032589034393e-05
1016,-1.0,34.0,0.00010539403229855816
1017,-1.0,35.0,7.411856742947382e-05
1018,-1.0,36.0,6.597837794299982e-05
1019,-1.0,37.0,6.72636710198115e-05
1020,-1.0,38.0,7.197641230145435e-05
1021,-1.0,39.0,4.7984274867636234e-05
1022,-1.0,40.0,5.826661948212971e-05
1023,-1.0,41.0,3.5988206150727174e-05
1024,-1.0,42.0,3.555977512512328e-05
1025,-1.0,43.0,2.0564689228986958e-05
1026,-1.0,44.0,3.38460510227077e-05
1027,-1.0,45.0,2.2278413331402537e-05
1028,-1.0,46.0,2.6991154613045382e-05
1029,-1.0,47.0,1.2852930768116848e-05
1030,-1.0,48.0,2.3563706408214223e-05
1031,-1.0,49.0,1.2424499742512954e-05
1032,-1.0,50.0,1.5851947947344113e-05
1033,-1.0,51.0,1.4566654870532428e-05
1034,-1.0,52.0,1.0710775640097375e-05
1035,-1.0,53.0,4.28431025603895e-06
1036,-1.0,54.0,1.1996068716909058e-05
1037,-1.0,55.0,8.997051537681793e-06
1038,-1.0,56.0,7.283327435266214e-06
1039,-1.0,57.0,5.1411723072467395e-06
1040,-1.0,58.0,2.9990171792272646e-06
1041,-1.0,59.0,1.2852930768116849e-06
1042,-1.0,60.0,3.855879230435055e-06
1043,-1.0,61.0,2.9990171792272646e-06
1044,-1.0,62.0,3.855879230435055e-06
1045,-1.0,63.0,2.5705861536233697e-06
1046,-1.0,64.0,8.568620512077899e-07
1047,-1.0,65.0,1.2852930768116849e-06
1048,-1.0,66.0,8.568620512077899e-07
1049,-1.0,67.0,8.568620512077899e-07
1050,-1.0,69.0,1.2852930768116849e-06
1051,-1.0,70.0,8.568620512077899e-07
1052,-1.0,71.0,4.2843102560389494e-07
1053,-1.0,73.0,8.568620512077899e-07
1054,-1.0,79.0,8.568620512077899e-07
1055,-0.9,1.0,7.668915358309719e-05
1056,-0.9,2.0,0.0001362410661420386
1057,-0.9,3.0,3.5988206150727174e-05
1058,-0.9,4.0,9.425482563285689e-06
1059,-0.9,5.0,2.142155128019475e-06
1060,-0.9,6.0,8.5686205120779e-06
1061,-0.9,7.0,7.283327435266214e-06
1062,-0.9,8.0,3.855879230435055e-06
1063,-0.9,9.0,4.2843102560389494e-07
1064,-0.9,10.0,6.81205330710193e-05
1065,-0.9,11.0,0.00022664001254446044
1066,-0.9,12.0,0.0002780517356169278
1067,-0.9,13.0,0.00019022337536812935
1068,-0.9,14.0,0.00030418602817876544
1069,-0.9,15.0,0.00024377725356861623
1070,-0.9,16.0,0.0002600576325415642
1071,-0.9,17.0,0.00023349490895412274
1072,-0.9,18.0,0.00027548114946330447
1073,-0.9,19.0,0.00023178118485170718
1074,-0.9,20.0,0.0002600576325415642
1075,-0.9,21.0,0.000220213547160402
1076,-0.9,22.0,0.0002724821322840772
1077,-0.9,23.0,0.000171372410241558
1078,-0.9,24.0,0.0002660556669000188
1079,-0.9,25.0,0.0002133586507507397
1080,-0.9,26.0,0.0002540595981831097
1081,-0.9,27.0,0.00020736061639228516
1082,-0.9,28.0,0.00022578315049325264
1083,-0.9,29.0,0.00016708809998551902
1084,-0.9,30.0,0.00019236553049614883
1085,-0.9,31.0,0.0001696586861391424
1086,-0.9,32.0,0.0001765135825488047
1087,-0.9,33.0,8.997051537681794e-05
1088,-0.9,34.0,0.00014738027280773987
1089,-0.9,35.0,0.0001113920666570127
1090,-0.9,36.0,0.00011182049768261658
1091,-0.9,37.0,9.511168768406467e-05
1092,-0.9,38.0,0.00010239501511933089
1093,-0.9,39.0,6.72636710198115e-05
1094,-0.9,40.0,7.369013640386994e-05
1095,-0.9,41.0,6.040877461014919e-05
1096,-0.9,42.0,5.483917127729855e-05
1097,-0.9,43.0,3.8558792304350545e-05
1098,-0.9,44.0,4.28431025603895e-05
1099,-0.9,45.0,4.327153358599339e-05
1100,-0.9,46.0,3.727349922753886e-05
1101,-0.9,47.0,2.613429256183759e-05
1102,-0.9,48.0,3.041860281787654e-05
1103,-0.9,49.0,2.1849982305798643e-05
1104,-0.9,50.0,1.7994103075363587e-05
1105,-0.9,51.0,1.6708809998551905e-05
1106,-0.9,52.0,1.4995085896136323e-05
1107,-0.9,53.0,9.425482563285689e-06
1108,-0.9,54.0,1.7994103075363587e-05
1109,-0.9,55.0,8.5686205120779e-06
1110,-0.9,56.0,8.140189486474004e-06
1111,-0.9,57.0,4.7127412816428446e-06
1112,-0.9,58.0,6.426465384058424e-06
1113,-0.9,59.0,4.7127412816428446e-06
1114,-0.9,60.0,4.7127412816428446e-06
1115,-0.9,61.0,2.9990171792272646e-06
1116,-0.9,62.0,4.28431025603895e-06
1117,-0.9,63.0,8.568620512077899e-07
1118,-0.9,64.0,2.142155128019475e-06
1119,-0.9,65.0,2.142155128019475e-06
1120,-0.9,66.0,1.2852930768116849e-06
1121,-0.9,67.0,1.2852930768116849e-06
1122,-0.9,68.0,8.568620512077899e-07
1123,-0.9,69.0,8.568620512077899e-07
1124,-0.9,70.0,4.2843102560389494e-07
1125,-0.9,71.0,4.2843102560389494e-07
1126,-0.9,72.0,8.568620512077899e-07
1127,-0.9,73.0,4.2843102560389494e-07
1128,-0.9,74.0,4.2843102560389494e-07
1129,-0.9,75.0,4.2843102560389494e-07
1130,-0.9,76.0,4.2843102560389494e-07
1131,-0.9,77.0,4.2843102560389494e-07
1132,-0.9,78.0,1.2852930768116849e-06
1133,-0.9,88.0,4.2843102560389494e-07
1134,-0.9,93.0,4.2843102560389494e-07
1135,-0.8,1.0,8.739992922319457e-05
1136,-0.8,2.0,0.00014138223844928534
1137,-0.8,3.0,4.7555843842032336e-05
1138,-0.8,4.0,2.0564689228986958e-05
1139,-0.8,5.0,2.9990171792272646e-06
1140,-0.8,6.0,7.71175846087011e-06
1141,-0.8,7.0,7.283327435266214e-06
1142,-0.8,8.0,3.4274482048311595e-06
1143,-0.8,9.0,4.24146715347856e-05
1144,-0.8,10.0,0.00024120666741499287
1145,-0.8,11.0,0.00030975563151161605
1146,-0.8,12.0,0.0003551693202256289
1147,-0.8,13.0,0.0002287821676724799
1148,-0.8,14.0,0.0002741958563864928
1149,-0.8,15.0,0.0002210704092116098
1150,-0.8,16.0,0.0003234654243309407
1151,-0.8,17.0,0.0002669125289512266
1152,-0.8,18.0,0.0003294634586893952
1153,-0.8,19.0,0.0002463478397222396
1154,-0.8,20.0,0.00027548114946330447
1155,-0.8,21.0,0.00028576349407779796
1156,-0.8,22.0,0.0003320340448430186
1157,-0.8,23.0,0.00023092432280049938
1158,-0.8,24.0,0.0002536311671575058
1159,-0.8,25.0,0.0002133586507507397
1160,-0.8,26.0,0.00029090466638504467
1161,-0.8,27.0,0.00023649392613335002
1162,-0.8,28.0,0.00024977528792707074
1163,-0.8,29.0,0.0001949361166497722
1164,-0.8,30.0,0.00024334882254301233
1165,-0.8,31.0,0.00018422534100967484
1166,-0.8,32.0,0.0002197851161347981
1167,-0.8,33.0,0.0001439528246029087
1168,-0.8,34.0,0.0001790841687024281
1169,-0.8,35.0,0.00015680575537102556
1170,-0.8,36.0,0.00012981460075798016
1171,-0.8,37.0,0.0001349557730652269
1172,-0.8,38.0,0.0001353842040908308
1173,-0.8,39.0,8.48293430695712e-05
1174,-0.8,40.0,0.00010110972204251921
1175,-0.8,41.0,8.44009120439673e-05
1176,-0.8,42.0,8.44009120439673e-05
1177,-0.8,43.0,4.28431025603895e-05
1178,-0.8,44.0,7.197641230145435e-05
1179,-0.8,45.0,5.612446435411024e-05
1180,-0.8,46.0,4.669898179082455e-05
1181,-0.8,47.0,4.24146715347856e-05
1182,-0.8,48.0,4.412839563720118e-05
1183,-0.8,49.0,2.142155128019475e-05
1184,-0.8,50.0,3.127546486908433e-05
1185,-0.8,51.0,2.5705861536233696e-05
1186,-0.8,52.0,2.3563706408214223e-05
1187,-0.8,53.0,1.1996068716909058e-05
1188,-0.8,54.0,2.0564689228986958e-05
1189,-0.8,55.0,1.4566654870532428e-05
1190,-0.8,56.0,1.1996068716909058e-05
1191,-0.8,57.0,1.1996068716909058e-05
1192,-0.8,58.0,8.5686205120779e-06
1193,-0.8,59.0,1.1139206665701269e-05
1194,-0.8,60.0,7.71175846087011e-06
1195,-0.8,61.0,5.998034358454529e-06
1196,-0.8,62.0,4.7127412816428446e-06
1197,-0.8,63.0,3.4274482048311595e-06
1198,-0.8,64.0,5.998034358454529e-06
1199,-0.8,65.0,2.142155128019475e-06
1200,-0.8,66.0,2.9990171792272646e-06
1201,-0.8,67.0,2.142155128019475e-06
1202,-0.8,68.0,3.4274482048311595e-06
1203,-0.8,69.0,1.2852930768116849e-06
1204,-0.8,70.0,1.7137241024155797e-06
1205,-0.8,71.0,8.568620512077899e-07
1206,-0.8,72.0,1.2852930768116849e-06
1207,-0.8,73.0,4.2843102560389494e-07
1208,-0.8,74.0,4.2843102560389494e-07
1209,-0.8,75.0,8.568620512077899e-07
1210,-0.8,76.0,1.2852930768116849e-06
1211,-0.8,77.0,1.2852930768116849e-06
1212,-0.8,80.0,4.2843102560389494e-07
1213,-0.8,83.0,4.2843102560389494e-07
1214,-0.8,93.0,4.2843102560389494e-07
1215,-0.8,95.0,4.2843102560389494e-07
1216,-0.8,96.0,4.2843102560389494e-07
1217,-0.7,1.0,0.00013109989383479185
1218,-0.7,2.0,0.0001799410307536359
1219,-0.7,3.0,7.283327435266214e-05
1220,-0.7,4.0,3.5131344099519386e-05
1221,-0.7,5.0,7.71175846087011e-06
1222,-0.7,6.0,1.0282344614493479e-05
1223,-0.7,7.0,7.283327435266214e-06
1224,-0.7,8.0,3.298918897149991e-05
1225,-0.7,9.0,0.0002587723394647525
1226,-0.7,10.0,0.00045370845611452477
1227,-0.7,11.0,0.00032646444151016794
1228,-0.7,12.0,0.0004412839563720118
1229,-0.7,13.0,0.00023563706408214223
1230,-0.7,14.0,0.00047384471431790784
1231,-0.7,15.0,0.0003817320438130704
1232,-0.7,16.0,0.0004254320084246677
